Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
05.04.17	2017	intern	Bachelor	DE	Vergleich der Entwicklungsplattformen von Chatbot Systemen mit Bezug auf die Einkaufs- und Beschaffungsprozesse in Unternehmen	In dieser Arbeit geht es primär um die sich rasch verbreitenden Chatbot-Computersysteme. Während im privaten Gebrauch ein deutliches Wachstum der Nutzerbasis nachweisbar ist, sieht es auf unternehmerischer Ebene anders aus. Trotz der vielen Anwendungsszenarien, in denen Chatbots großes Potenzial aufweisen, werden sie in der Praxis nicht oft angewandt. Diese Abschlussarbeit legt den Fokus auf die Bereiche Einkauf und Beschaffung von Unternehmen. Anhand der Konstruktion und Beschreibung von Anwendungsfällen sowie des Vergleichs einiger Entwicklungsplattformen für Chatbots soll ein Fazit zur aktuellen Situation gezogen, und ein Ausblick auf die Zukunft geworfen werden. Es wird festgestellt, dass die Entwicklungsplattformen viele Ähnlichkeiten aufweisen. Von daher muss je nach Anwendungsszenario eine individuelle Entscheidung getroffen werden, und es können keine universellen Empfehlungen diesbezüglich gegeben werden. Die Entwicklungsumgebungen werden laufend weiterentwickelt und diese Arbeit stellt lediglich eine Momentaufnahme dar.
05.04.17	2017	intern	Master	DE	Entwicklung eines Prototyps zur SolR-basierten Indizierung von mittels RDF repräsentierten relationalen Datenbanken	Das Semantic Web ist eine Vision, ähnlich dem World Wide Web und hat das Ziel nicht nur den Austausch und die Vernetzung von Daten zu ermöglichen, sondern auch ihre Struktur zu vereinheitlichen. Vorzugsweise sollen Daten im RDF-Format gespeichert und durch einen SPARQL-Endpoint auf diese zugegriffen werden. RDF (Resource Description Framework) und SPARQL (SPARQL Protocol and RDF Query Language) gehören zu den semantischen Technologien und wurden vom W3C (World Wide Web Consortium) standardisiert. Die Menge der veröffentlichten RDF-Daten hat in der Vergangenheit stetig zugenommen. Dies könnte dazu führen, dass immer mehr Institutionen die semantischen Technologien nutzen. Falls RDF immer häufiger zum Speichern von Informationen genutzt wird, stellt sich die Frage wie eine solche Informationssammlung mit einer Volltextsuche durchsucht werden kann. Die vorliegende Masterarbeit soll diese Fragestellung im Kontext der Fakultätswebseite erörtern. Daher soll ein Teilbereich der vorhandenen relationalen Datenbanken beispielhaft mittels eines vorhandenen Mapping-Standards des W3C in eine RDF-Datenbank überführt werden. Der hierbei als RDF-Graph entstehende Ausschnitt der relationalen Datenbank bildet die Grundlage für die nachfolgende prototypische Lösung einer Solr-basierten Indizierung für RDF-Graphen.
05.04.17	2017	intern	Master	DE	Entwicklung und Evaluierung von Geschäftsmodellen für einen Online-Marktplatz zum Verkauf von hausgemachten gastronomischen Angeboten	Trotz seiner Wichtigkeit für eine gesunde Ernährung investieren die Leute heutzutage für das Kochen wenig Zeit, obwohl sie die Fähigkeit dafür haben. Demgegenüber gibt es noch Leute, die sich der Essenszubereitung leidenschaftlich widmen. Daher wird ein Geschäftmodell für einen Online-Marktplatz, auf dem diese Personengruppen zusammengebracht werden, entwickelt. Mit Rücksicht auf die bestehenden Marktteilnehmer und die geltenden Rechtsvorschriften werden fünf unterschiedliche Geschäftsmodelle dafür entwickelt. Durch eine Reihe von Validierungen lässt sich erkennen, dass die potentiellen Kunden an dem Verkauf ihres selbstgemachten Essens ein geringes Interesse haben. Dies berücksichtigend wurde schließlich ein erfolgversprechendes Modell ausgewählt und verbessert, welches die Kundenbedürfnisse erfüllen kann.
06.04.17	2017	extern	Bachelor	DE	"Konzeption einer Testmethodik für den "Feature Driven Development" - Prozess am Beispiel einer Webentwicklung"	Bekannte Techniken wie Continuous Delivery und Continuous Integration sorgen dafür, die Softwareentwicklung flexibel und schnell zu gestalten und somit den Auslieferungsprozess zu verbessern. Da aber sich die Qualität über die dadurch erreichbare hohe Liefergeschwindigkeit nicht verschlechtern darf, ist eine Testmethodik, welche sich nahtlos in die für kontinuierliche Integration und Lieferung notwendigen Verfahren einfügt, als ein wichtiger Schritt erforderlich. In dieser Abschlussarbeit wird nach Untersuchung und Analyse des "Feature Driven Development" ? Prozesses ein Konzept erstellt, welches sich damit befasst, inwieweit in den einzelnen Prozessschritten die Testaufgabe einfließen muss. Darüber hinaus soll eine Vorgehensweise vorgestellt werden, wie die Features und das Gesamtprodukt kontinuierlich getestet werden können, um die Qualität zu gewährleisten. Dabei soll mit Unterstützung von diversen Techniken durch die Optimierung des Softwareentwicklungsprozesses und die Sicherstellung der Softwarequalität eine qualitativ hochwertige Software erreicht werden.
19.04.17	2017	extern	Master	DE	Konzeption und Entwicklung eines integrierten Qualitätsmanagements für eine Geschäftsdomäne in der DATEV eG	Diese Arbeit ist in drei Hauptteile untergliedert: Analyse, Konzeption und Implementierung. In dem ersten Abschnitt der Arbeit wird zu Beginn der wissenschaftliche als auch der Stand der DATEV eG zu den Themen der QS und QM gesammelt. Darauf folgend wird eine Auswahl an QS-Software anhand definierter Parameter mit einer Nutzwertanalyse untersucht und abschließend eine Empfehlung ausgesprochen. Der zweite Teil der Arbeit befasst sich mit der Konzeption eines QS-Ablaufplans. Ziel dieses ist es einen planbaren QS-Ablauf für Zeit und Kosten der Abteilung KUV zu ermöglichen. Im Anschluss wird die Quantität der Testfälle für die jeweiligen Teststufen untersucht, die Vor- und Nachteile der Gewichtung wird infolgedessen herausgestellt. In dem letzten Teil der MA findet die Implementierung statt. Hierbei liegt der Fokus insbesondere auf den zwei Grundsätzen der EN DIN ISO 9001, dass alle beteiligten Personen einbezogen werden und einer faktengestützten Entscheidungsfindung. Demzufolge beschäftigt sich die Implementierung größtenteils mit der Kommunikation der Testfälle und deren Status. Zum Abschluss der Arbeit wird zurückblickend eine Reflexion durchgeführt, sowie ein Ausblick für die möglichen Anwendungen gestellt.
19.04.17	2017	intern	Bachelor	DE	Vertrauen und Betrug im E-Commerce und E-Payment, Analyse des Nutzerverhaltens	In dieser Arbeit wurde untersucht, wie sich Vertrauen im E-Commerce und E-Payment bildet. Ebenfalls wurden Risiken, wie auch aktuelle Betrugsfälle in Betracht gezogen. Des Weiteren wurde ein Experiment, mit Hilfe von Eyetracking-Technologie und zehn Testpersonen durchgeführt. Hierzu wurden die Ergebnisse dokumentiert und die erfassten Fragebögen ausgewertet.
20.04.17	2017	extern	Bachelor	DE	Auswahl einer Software zur Kalkulation und Preisfindung von IT-Leistungen bei der N-ERGIE Aktiengesellschaft	In der vorliegenden Bachelorarbeit wurde der aktuelle theoretische Stand zum Thema der Softwareauswahl in Unternehmen erarbeitet und mit den gewonnenen Erkenntnissen ein praktischer Auswahlprozess bei der N-ERGIE Aktiengesellschaft durchgeführt. Ziel war es, eine aktuell bereits existierende Lösung zur Kalkulation von IT-Leistungen, basierend auf Excel, abzulösen. Für diesen Fall wurde der Softwareauswahlprozess von der Ist-Analyse bis zur Bewertung der Ausschreibungsrückläufer begleitet und entsprechend benötigte Dokumente wie eine Marktübersicht und ein Anforderungskatalog erstellt. Die Arbeit zieht Schlussfolgerungen zur Anwendbarkeit der allgemeinen Methodik und enthält unternehmensspezifische Handlungsempfehlungen zur Softwareauswahl. Im Voraus werden die Grundlagen der innerbetrieblichen Leistungsverrechnung geklärt und ein mögliches IT-Servicemodell präsentiert, bevor der typische Softwareauswalprozess anhand ausgewerteter und aktueller Literatur beschrieben wird. Diese Arbeit richtet sich in erster Linie an Interessenten und Unternehmen, welche die innerbetriebliche Leistungsverrechnung einführen bzw. verbessern wollen und vor der Problematik der Softwareauswahl stehen.
20.04.17	2017	extern	Master	DE	Ergänzung des SAP Anfrageprozesses mit vordefinierten Warengruppentemplates	Thema dieser Masterthesis an der Technischen Hochschule Nürnberg Georg Simon Ohm ist die Ergänzung des Anfrageprozesses mit vordefinierten Warengruppentemplates. Die Arbeit entstand im Rahmen der Erlangung des akademischen Grades Master of Science in der Wirtschaftsinformatik. Der Vergleich von Angeboten gestaltet sich durch deren vielfach unterschiedliche Struktur sehr langwierig und ineffizient. Der zugrundeliegende Anfrageprozess ist intransparent und durch häufige Absprünge nicht in seiner Gesamtheit erfasst. Das Ziel dieser Arbeit ist das Herausarbeiten einer Vorgehensweise, wie die Implementierung von Warengruppentemplates in den bestehenden Anfrageprozess ausgestaltet werden kann. Hierfür wurde dieser im Rahmen einer Geschäftsprozessanalyse untersucht und für die Implementierung drei Umsetzungskonzepte erstellt. Diese wurden mittels einer Nutzwertanalyse bewertet und das Ergebnis in Form einer Handlungsempfehlung konkretisiert. Die vordefinierten Templates sollten auf einem Server bereitgestellt werden und im Zuge der Anfrageerstellung im SAP-System automatisch mitversendet werden.
24.04.17	2017	extern	Bachelor	DE	Entwurf eines Portals zur Erfassung und Verdichtung qualitätskostenbezogener Daten der Konzerndivision e-mobility bei der ZF Friedrichshafen AG 	Die ZF Friedrichshafen AG ist mit 29,2 Mrd. Euro Umsatz (Stand 2015) einer der größten Automobilzulieferer weltweit. Für das Konzernressort Qualität der Division e-mobility soll ein nachhaltiger, managementorientierter Ansatz zur Erfassung, Strukturierung und Kategorisierung qualitätsbezogener, fehlerkostenrelevanter Daten und deren Verdichtung in berichtbare Kennzahlen etabliert werden. Dazu sollen Daten aus den Bereichen Umsatz, Kunde, Produktion und Lieferant von Standorten weltweit gesammelt, zentral gespeichert und auswertbar gemacht werden. Es gilt die Anforderungen an das eingesetzte System formal zu spezifizieren, ein schlüssiges Datenmodell zu entwickeln, die Aussagekraft bereits definierter Kennzahlen zu prüfen und Auswertungsmöglichkeiten bereitzustellen.
27.04.17	2017	extern	Bachelor	DE	Konzeption eines Identity Access Management zur Automatisierung der Berechtigungsvergabe	Das Ziel der Bachelor Thesis war es, einen praktischen Leitfaden für die Implementierung eines Identity Access Management (IAM) zu entwickeln. Hierbei handelt es sich um die Verwaltung von Identitäten und deren Zugri?e in der gesamten IT Infrastruktur. Dazu wird im ersten Schritt die aktuelle Situation hinsichtlich der Berechtigungsvergabe und der Systemlandschaft analysiert. Anhand der gewonnenen Ergebnissen aus der Schwachstellenanlyse wird ein geeignetes Berechtigungskonzept entworfen, welches sich durch Workflows automatisieren lässt. Außerdem wird für die technische Umsetzung eine Roadmap aufgestellt, welche alle wichtigen Punkte für die Einführung einer Benutzer- und Berechtigungsverwaltung behandelt. Diese enthält unter anderem neu definierte Prozesse und Richtlinien, sowie eine Betrachtung der Schnittstellen zu den Einzelsystemen, die angebunden werden sollen. Im Zuge der Roadmap für die Umsetzung des IAM wurde ein Stufenplan für die Realisierung ausgearbeitet.
27.04.17	2017	intern	Master	DE	Deep Learning als Ansatz für Empfehlungssysteme	Empfehlungssysteme nehmen sowohl in der Forschung als auch in der Industrie eine kontinuierlich an Relevanz gewinnende Rolle ein. Mit Deep Learning rückte in den letzten Jahren ein Lernverfahren ins Rampenlicht der Forschung, welches aufgrund seiner bemerkenswerten Erfolge in den Bereichen der Computer Vision und Spracherkennung verstärkte Anwendung in weiteren Themenfeldern findet. Die vorliegende Arbeit beschäftigt sich zu diesem Zweck mit der Analyse und Anwendung von Deep Learning in einem Recommender-Kontext. Nach einem Überblick über grundlegende Konzepte und Verfahren innerhalb von Empfehlungssystemen wird eine Themeneinführung zu Deep Learning erörtert. Diese inkludiert sowohl eine fundierte Funktionsanalyse von neuronalen Netzstrukturen als auch eine Darlegung darauf aufbauender Deep-Learning-Architekturen. Eine anschließende Literaturrecherche bringt hervor, in welcher Form Deep Learning bereits in Empfehlungssystemen zur Anwendung kommt. In einer abschließenden Simulationsstudie wird unter Verwendung eines TensorFlow Frameworks die Anwendung eines eigenen Deep-Learning-Modells präsentiert. Hierzu erfolgt neben der Ergebnisinterpretation eine Ergebnisgegenüberstellung zu "State-of-the-Art"-CF-Recommender-Algorithmen. Basierend auf den gewonnenen Erkenntnissen der Simulationsstudie werden im Ausblick mögliche Erweiterungen thematisiert.
28.04.17	2017	extern	Bachelor	DE	Evaluation unterschiedlicher Methoden zur intelligenten Verknüpfung heterogener Datenbanken zur Optimierung von Geschäftsprozessen in einem Fertigungsumfeld	Die Zusammenführung von Daten aus verschiedenen Quellen ist bereits seit den achtziger Jahren Gegenstand der Forschung und es wurden bereits mehrere Vorgehensweisen zur Überwindung von Heterogenität entwickelt. Im Rahmen der vorliegenden Bachelorarbeit werden verschiedene Möglichkeiten für eine Datenverknüpfung vorgestellt und evaluiert. Ziel dieser Arbeit ist es einen Ansatz für die Verknüpfung von Daten eines Fertigungsunternehmens zu erstellen und diesen auch praktisch zu erproben. Zu diesem Zweck wird anhand des gewählten Ansatzes ein Prototyp erstellt. Der Prototyp soll als Grundlage für spätere Implementierungen dienen und eine einfache Möglichkeit zur Datenverknüpfung bieten.
28.04.17	2017	intern	Bachelor	DE	Entwicklung eines Systems zur Erkennung eines Streckenverlaufs mit Hilfe einer 2D-Kamera	In Arbeit wird ein System entwickelt zur Erkennung eines Streckenverlaufs mit Hilfe einer 2D Kamera. Als Strecke kommt die Strecke des NXP Cups zum Einsatz und das System soll es ermöglichen Modellautos autonom durch diese Strecke zu navigieren. Hierfür wurde eine Erkennung für die zwei wichtigsten Streckenabschnitte, Gerade und Kurve, implementiert. Die Erkennung erfolgt durch eine Berechnung des Streckenwinkels und kann somit voraussagen wie der zukünftige Streckenverlauf aussieht. Dieser Winkel wird über eine USB Kommunikation nach außen kommuniziert.
01.05.17	2017	intern	Bachelor	DE	Interaktive und dynamische Visualisierung von Antwortdaten aus Online-Self-Assesments der TH-Nürnberg mit Hilfe der "Data-Driven Documents" JavaScript Bibliothek	Das Ziel der vorliegenden Bachelorarbeit besteht darin, eine interaktive Anwendung zu implementieren, die eine Visualisierung der Antwortdaten aus den Online-Self-Assessments (OSAs) der TH Nürnberg ermöglicht. Diese Daten sollen in grafischer Form aufbereitet und dargestellt werden. Durch die Bedienung dieses Tools lassen sich Zusammenhänge zwischen verschiedenen Testkriterien und Ergebnissen erkennen und wertvolle Informationen über die einzelnen Tests und die Testteilnehmer sammeln können. Das Ergebnis der Arbeit ist ein vollfunktionstüchtiges Auswertungstool, welches sich intuitiv bedienen lässt und die gewünschten Abhängigkeiten und Zusammenhänge offenlegen kann. Die Bachelorarbeit umfasst die Konzeption und Implementierung der Anwendung, beschreibt die notwendigen theoretischen Grundlagen und zeigt am Beispiel zweier Anwendungsfälle die Funktionsweise und die Vorteile dieser Art der Visualisierung.
01.05.17	2017	intern	Bachelor	DE	Rasterbasierte SLAM-Verfahren für Laser-Entfernungssensoren	Forschungsgegenstand dieser Bachelorarbeit ist die Recherche rasterbasierter SLAM-Verfahren im Vergleich zur vektorbasierten Methodik. Im diesem Rahmen wird der rasterbasierte Hector SLAM als Untersuchungsobjekt verwendet. Dieser wurde in der Umgebung des an der Technischen Hochschule Nürnberg entwickelten Carbots implementiert. Dabei handelt es sich um einen Roboter der auf der Grundlage des vektorbasierten ICP SLAMs arbeitet. Um die Güte dieser beiden SLAM-Alternativen zu vergleichen, wurden virtuelle Test-Fahrten durch verschiedene Simulationsumgebungen durchgeführt. Zur Auswertung der Testreihe wurden sowohl die resultierenden Karten, als auch die hierbei erfassten Zeiten herangezogen. Bei der Auswertung der Daten erwies sich Hector SLAM als effektivere Lösung. Dies gründet einerseits in den realitätsnahen Kartierungen, andererseits in der schnelleren Durchführung des SLAMs. Daraus wird geschlossen, dass Hector SLAM sowohl effektiver ist, als auch weniger Rechenleistung erfordert. Die hierbei gewonnenen Erkenntnisse lassen sich jedoch nicht auf alle SLAM-Verfahren übertragen. Diese müssen vor dem Hintergrund der bestehenden Umstände analysiert werden. Zusammenfassend wird festgehalten, dass diese Arbeit einen tiefergehenden Einblick in SLAM-Systeme bietet. Sie ist für Leser von Interesse, die sich für rasterbasierte SLAM-Verfahren interessieren. Zudem für die Studenten und Professoren der Fakultät Informatik der Technischen Hochschule, die sich mit dem Carbot befassen.
01.05.17	2017	intern	Bachelor	DE	Zeichenbasierte Generierung von Texten mithilfe von Recurrent Neural Networks (RNN).	Die vorliegende Bachelorarbeit befasst sich mit dem Thema der zeichenbasierten Generierung von Texten mithilfe von Rekurrenten Neuronalen Netzwerken, kurz RNN. Sie gibt einen Überblick über die Funktionsweise von Künstlichen Neuronalen Netzen und untersucht den aktuellen Stand der Technik auf diesem Gebiet. Zudem werden die gewählten Methoden und die daraus gewonnenen Ergebnisse miteinander verglichen. Mithilfe eines Open Source Codes von Andrej Karpathy, der ein Neuronales Netz auf Buchstabenebene trainiert und anschließend Text generiert, wurden Experimente mit verschiedenen Inputdaten durchgeführt. Ziel dieser Arbeit ist, Text so zu generieren, dass er der Form des Inputs in größtmöglicher Weiße ähnelt, wobei der Semantik keine hohe Priorität beigemessen wird. Der Code wurde auf vier unterschiedliche Inputdaten angewandt, wobei verschiedene RNN Architekturen trainiert wurden. Die Ergebnisse zeigen, dass die Generierung eines Textes nicht nur möglich ist, sondern sogar bemerkenswert gut funktioniert. Die gewonnenen Resultate ähneln den Vorgaben in Inhalt, Struktur und Form erheblich. Die Erstellung von Fließtext im Vergleich zu einem Code ist weitaus komplizierter, dies beruht auf der markanteren Form die Code mit sich bringt. Aufgrund der unterschiedlichen Codevarianten, die Herr Karpathy veröffentlichte, wurden unterschiedliche Betriebssysteme (Windows und Ubuntu) zur Generierung der Ergebnisse verwendet.
01.05.17	2017	extern	Master	DE	Evaluation verschiedener Softwarelösungen zur Analyse der syngo.via Installed-Base	Das Ziel der vorliegenden Arbeit war es, eine zukunftsfähige Softwarelösung zur Ana-lyse der syngo.via Installed-Base zu erarbeiten. Dazu wurden die wichtigsten Anforde-rungen spezifiziert und die Daten, die von einer solchen Softwarelösung ausgewertet werden sollen, im Detail analysiert. Auf dieser Basis wurden zunächst die zwei bereits existierenden Lösungen zur Analyse der syngo.via Installed-Base evaluiert. Diese zwei Softwarelösungen basieren beide auf einer klassischen Data-Warehouse-Architektur. Im Anschluss wurde der Einsatz eines Big-Data-Systems zur Analyse der syngo.via In-stalled-Base untersucht. Dazu wurde ein auf Big-Data-Technologien basierender Proto-typ zur Analyse der syngo.via Installed-Base konzipiert und entwickelt. Um die richti-gen Entscheidungen bei der Technologie-Auswahl zu treffen, wurden auf Basis von den zuvor definierten Anforderungen die verschiedenen in Frage kommenden Big-Data-Technologien evaluiert und miteinander verglichen. Das Ziel dabei war, die Tauglichkeit eines Big-Data-Systems zur Analyse der syngo.via Installed-Base nachzuweisen und gleichzeitigt zu veranschaulichen, wie so ein System bestmöglich umzusetzen ist. Der so entstandene Prototyp zeigt auf, wie eine zukunftsfähige Softwarelösung zur Analyse der syngo.via Installed-Base umgesetzt werden kann und auf welche Punkte bei der Umsetzung geachtet werden muss.
01.05.17	2017	extern	Bachelor	DE	Entwicklung eines Methodenbaukastens zum aktiven Einbezug von Mitarbeitern in der Gestaltung der agilen Transition innerhalb des Geschaftsfelds Personalwirtschaft der DATEV eG	Die angestrebte Bachelorarbeit bewegt sich im Rahmen der agilen Transition innerhalb des Geschäftsfelds Personalwirtschaft der DATEV eG. Der Fokus der Arbeit liegt dabei auf den Einbezug der rund 308 Mitarbeiter in die Gestaltung des agilen Wandels und auf den definierten kulturellen Werten. Das Ziel ist es, durch die aktive Begleitung der agilen Transition, Handlungsfelder (z.B. "Selbstorganisation und Eigenverantwortung") aufzudecken und diese zu definieren. Auf Basis der unterschiedlichen Handlungsfelder soll ein Methodenbaukasten entwickelt werden, der geeignete Methoden pro Handlungsfeld für den aktiven Einbezug von Mitarbeitern bereitstellt. Die ausgewählten Methoden sollen helfen alle Mitarbeiter in die agile Transition miteinzubinden sowie helfen die gewünschten Werte zu verinnerlichen und zu leben. Die Mitarbeiter sollen dadurch erfolgreich an das agile Vorgehen herangeführt und Unsicherheiten bei ihnen beseitigt werden. Der erarbeitete Methodenbaukasten soll einen Überblick über mögliche Handlungsfelder in einer agilen Transition liefern und durch die entwickelten Methoden einen Orientierungsrahmen für Teams, Abteilungen und Unternehmen darstellen, die sich mit der agilen Softwareentwicklung beschäftigen.
01.05.17	2017	extern	Bachelor	DE	Identifikation von Dokumentenähnlichkeiten zur Qualitätssteigerung des Wissens-Projektmanagements in Attlassian Jira	In dieser Bachelorarbeit werden textuelle Ähnlichkeiten, mittels kontextuell gewichteter Wortvektoren und Ähnlichkeitsmaße, zur Optimierung des Projekt- und Wissensmanagements innerhalb Atlassian Jira eingesetzt. Indem die in dieser Software enthaltenen Tickets, welche Arbeitsaufträge beschreiben und dadurch die Strukturierung von Projekten ermöglichen, anhand ihrer thematischen und semantischen Ähnlichkeiten verglichen werden, sollen Duplikate zur Bereinigung des Systems identifiziert werden. Weiterhin werden die Bearbeiter der so berechneten ähnlichsten Tickets jeweils als geeigneter Ansprechpartner zur Hilfestellung vorgeschlagen. Durch eine In-Memory Datenbank wird unter Einsatz eines Webhook die Echtzeitaktualisierung des statistischen Modells ermöglicht. Über den Einsatz des Optical Cipher Recognition Tools Tesseract von Google, oder PDFMiner, werden auch Dateianhänge wie Screenshots und PDF-Dateien auf relevante Textuell vorliegende Daten untersucht. Die in der Arbeit entstandene Wortgewichtung sowie ihre Kombination mit der Cosinus-Ähnlichkeit wird mit bestehenden verglichen.
04.05.17	2017	extern	Master	DE	Konzeption eines Cyber-Threat-Modells mit beispielhafter Umsetzung bei DATEV	Bei der DATEV eG werden aus Sicherheitgründen Informationen aus verschiedenen Quellen gesammelt und an einer zentraler Stelle, einem Security Information and Event Management (SIEM)-System, gespeichert. Das SIEM prüft die Informationen gegen bestehende Kompromittierungsindikatoren und alarmiert die Verantwortlichen, falls eine räumliche oder zeitliche Korrelation auf eine Bedrohung hinweist. Man spricht von einem Security Incident wenn dabei definierte Schwellwerte überschritten oder kritische Indikatoren erkannt werden. In dieser Arbeit wurde ein Modell für Cyber Threats (digitale Bedrohungen) konzipiert. Das Modell stellt die Grundlage für die Umsetzung eines Verwaltungssystems für Informationen rund um Cyber Threats dar. Die resultierende Sammlung dieser Daten wird als Security Use Case bezeichnet. Auf Basis der gestellten Anforderungen wurden bereits existierende Standards und Plattformen auf ihre Eignung zur Verwaltung von Security Use Cases geprüft und die Datenfelder definiert, die zur ihrer Abbildung benötigt werden. Schließlich wurden dem Konzept noch weitere Funktionalitäten hinzugefügt, z.B. eine Nutzerverwaltung oder die Anbindung an Datenbanken mit wertvollen Kontextinformationen. Mit dem fertigen Konzept erfolgte zuletzt eine beispielhafte Umsetzung bei der DATEV eG. Dafür wurde eine Datenbank mit zugehöriger Weboberfläche entworfen. Mit der entwickelten Verwaltungsanwendung können nun Security Use Cases angelegt, eingesehen bearbeitet und koordiniert werden.
04.05.17	2017	extern	Master	DE	Konzipierung und Realisierung einer Quality-of-Service-Unterstützung in einem Computernetzwerk auf Basis von Software-defined Networking	In der Abschlussarbeit wird ein Konzept sowie die prototypische Realisierung einer Quality-of-Service-Unterstützung auf Basis des digitalen Kommunikationsnetzwerks der LEONI AG vorgestellt. Dabei wird zunächst eine strategische Vorgehensmethodik beschrieben, um die Strukturierung der benötigten Arbeitspakete zu fördern und die existierende Themenkomplexität zu reduzieren. Außerdem beinhaltet die Projektdurchführung die Ist-Aufnahme des betroffenen Kommunikationsnetzwerks und die Konzipierung einer QoS-Unterstützung, die auf dem DiffServ-Modell basiert. Aufbauend auf dem Konzept erfolgt die prototypische Realisierung der QoS-Unterstützung, die ebenso im Rahmen einer Testumgebung zu verifizieren ist. Zum Abschluss der Arbeit wird der aktuelle Trend "Software-defined Networking" (kurz: SDN) in Anlehnung an den Anwendungsfall "Einführung und Wartung einer Quality-of-Service-Unterstützung" bewertet. Zur Bildung einer Bewertungsgrundlage werden zunächst kritische Erfolgsfaktoren identifiziert, um im Anschluss eine SDN-Referenzimplementierung, die aus dem Produktportfolio des Netzwerkgeräteherstellers Cisco stammt, auf Einsetzbarkeit prüfen zu können.
05.05.17	2017	intern	Bachelor	DE	Untersuchung des Zusammenhangs zwischen Krebs und Ernährung mit dem Einsatz von Machine Learning	In den letzten Jahrzehnten sind die Krebsneuerkrankungen weltweit drastisch angestiegen. Vor allem aufstrebende Entwicklungsländer sind davon deutlich betroffen. Dabei ist besonders auffallend, dass einige Länder zunehmend westliche Lebensweisen annehmen und die damit oftmals verbundenen Ernährungsweisen. Ebenfalls ist der Zuckerkonsum in vielen Ländern weltweit erheblich angestiegen. Laut einigen wissenschaftlichen Studien besteht dabei ein ordentlicher Zusammenhang zwischen Ernährung und Krebs, insbesondere des Zuckerkonsums. Aufgrund der modernen Methoden des Machine Learnings können diese Zusammenhänge anhand eines ausgewählten Verfahrens betrachtet sowie Prognosen für die zukünftige Entwicklung abgegeben werden. Für die gesamte Arbeit wurden dabei intensive Datensammlung zu Krebs und ausgewählten Ernährungsfaktoren betrieben und anschließend aufbereitet. Auf Basis dieser Datenbestände wurde ein zugrundeliegendes Modell konfiguriert, welches später für die Umsetzung im Vorfeld ausgesuchter Softwareprodukte diente. Vor der eigentlichen Umsetzung erfolgte die Durchführung einer linearen Regression, anhand welcher die spätere Bewertung der Ergebnisse stattfand. Auch wurden jeweils die Klassifizierungsergebnisse der Tools genauer betrachtet und bewertet. Abschließend fand eine Prognosedurchführung statt, um einen zukünftigen Vergleich im Jahr 2020 zu ermöglichen, um damit auf zusätzliche Weise eine Bewertungsgrundlage zu ermöglichen.
08.05.17	2017	extern	Bachelor	DE	Konzeption einer Datensicherungsstrategie für Object-Storage-Systeme	Die Arbeit befasst sich mit der Erarbeitung eines Datensicherungskonzepts für Object-Storage-Systeme. Diese werden aufgrund des immer höher werdenden Datenaufkommens vor allem im Bereich der Onlinedienste verwendet und sind dementsprechend beliebig skalierbar. Dank der Architektur des Systems soll Ausfallsicherheit garantiert werden. Sobald es sich um sensible Daten im Unternehmensumfeld handelt, ist allerdings mindestens eine Notfallsicherung des Datenbestandes unabdingbar. In dieser Arbeit werden verschiedene Vorgehensweisen zur Sicherung von Daten verglichen und ein konkretes Konzept für eine Sicherung von Object-Storage-Systemen erstellt. Daraufhin soll dieses Konzept auf das produktive Umfeld eines Nürnberger Softwarehauses angewandt werden.
08.05.17	2017	intern	Master	DE	Prognose von volkswirtschaftlichen Faktoren unter Einsatz von Machine Learning 	Wirtschaftliche Freiheit wurde in der Vergangenheit als wichtiger volkswirtschaftlicher Faktor angesehen, doch es stellt sich die Frage, in welcher Form sich diese auf eine Bevölkerung auswirkt. Wohlstand und Lebensqualität soll durch wirtschaftliche Freiheit steigen und letztlich gesellschaftliche Freiheit, auch in repressiven Staaten, etablieren. Die Komplexität eines globalen Wirtschaftssystems lässt sich nur beschränkt abbilden, eine punktuelle Abstraktion auf Basis von volkswirtschaftlichen Daten und modernen Machine-Learning-Algorithmen könnte jedoch möglich sein. Die wirtschaftliche Freiheit stellt einen zentralen Punkt dieser Arbeit dar. Auf ihrer Basis ist es das Ziel, deren mögliche Relevanz für Wohlstand und Lebensqualität einer Bevölkerung zu beurteilen. Untersucht werden hierfür volkswirtschaftliche Indizes: Ökonomische Freiheit repräsentiert durch den "Economic Freedom of the World"-Index (EFW) sowie Wohlstand und Lebensqualität durch den Human Development Index (HDI) der Vereinten Nationen. Neben der grundlegenden Relevanz sind auch weitere mögliche Erkenntnisse über Zusammenhänge der untersuchten Daten von Interesse. Im Verlauf dieser Arbeit gilt es zusätzlich, ein taugliches Auswertungs-Werkzeug für den Anwendungszweck als auch passende Machine-Learning-Algorithmen für eine zielführende Analyse zu identifizieren und einzusetzen. Es zeigte sich, dass beide Indizes stark korrelieren und eine Prognose des HDI auf Basis des EFW zuverlässig möglich ist.
